,Sample,SampleName,LOC_OS07G46990,Tissue,Treatment
1688,SRX1297309,P1-1 irrigated,14.2,leaf,--
1689,SRX1297310,P1-2 irrigated,25.5,leaf,--
1690,SRX1297311,P1-3 irrigated,27.9,leaf,--
1691,SRX1297312,P1-4 irrigated,21.9,leaf,--
1692,SRX1297313,P1-5 irrigated,22.0,leaf,--
1693,SRX1297314,P1-6 irrigated,32.3,leaf,--
1694,SRX1297315,P1-7 irrigated,21.8,leaf,--
1695,SRX1297316,P1-8 irrigated,27.3,leaf,--
1696,SRX1297317,P1-9 irrigated,36.9,leaf,--
1697,SRX1297318,P1-10 irrigated,40.3,leaf,--
1698,SRX1297319,P1-11 irrigated,31.8,leaf,--
1699,SRX1297320,P1-12 irrigated,44.6,leaf,--
1700,SRX1297321,P1-13 irrigated,38.3,leaf,--
1701,SRX1297322,P1-14 irrigated,43.7,leaf,--
1702,SRX1297323,P1-15 irrigated,44.6,leaf,--
1703,SRX1297324,H1-1 rainfed,46.8,leaf,--
1704,SRX1297325,H1-2 rainfed,62.6,leaf,--
1705,SRX1297326,H1-3 rainfed,65.4,leaf,--
1706,SRX1297327,H1-4 rainfed,50.1,leaf,--
1707,SRX1297328,H1-5 rainfed,45.2,leaf,--
1708,SRX1297329,H1-6 rainfed,66.2,leaf,--
1709,SRX1297330,H1-7 rainfed,57.0,leaf,--
1710,SRX1297331,H1-8 rainfed,63.2,leaf,--
1711,SRX1297332,H1-9 rainfed,66.8,leaf,--
1712,SRX1297333,H1-10 rainfed,62.2,leaf,--
1713,SRX1297334,H1-11 rainfed,57.8,leaf,--
1714,SRX1297335,H1-12 rainfed,62.6,leaf,--
1715,SRX1297336,H1-13 rainfed,85.6,leaf,--
1716,SRX1297337,H1-14 rainfed,57.8,leaf,--
1717,SRX1297338,H1-15 rainfed,53.3,leaf,--
1718,SRX130825,Sample 1 root mRNA CKR_1 As(III) 20/80 uM 0 h,110.7,root,control
1719,SRX130826,Sample 2 root mRNA LSR_1 As(III) 20 uM 6 h,268.9,root,As(III) 20 uM
1720,SRX130827,Sample 3 root mRNA HSR_1 As(III) 80 uM 6 h,159.2,root,As(III) 80 uM
1721,SRX130828,Sample 4 root mRNA LLR_1 As(III) 20 uM 24 h,180.5,root,As(III) 20 uM
1722,SRX130829,Sample 5 root mRNA HLR_1 As(III) 80 uM 24 h,255.5,root,As(III) 80 uM
1723,SRX130830,Sample 6 shoot mRNA CKS_1 As(III) 20/80 uM 0 h,236.9,shoot,control
1724,SRX130831,Sample 7 shoot mRNA LSS_1 As(III) 20 uM 6 h,43.6,shoot,As(III) 20 uM
1725,SRX130832,Sample 8 shoot mRNA HSS_1 As(III) 80 uM 6 h,106.8,shoot,As(III) 80 uM
1726,SRX130833,Sample 9 shoot mRNA LLS_1 As(III) 20 uM 24 h,108.7,shoot,As(III) 20 uM
1727,SRX130834,Sample 10 shoot mRNA HLS_1 As(III) 80 uM 24 h,100.6,shoot,As(III) 80 uM
1728,SRX1332251,two-week-old seeding,96.9,seedling,--
1729,SRX1332252,Nipponbare panicle TRAP-seq (Library: PMJ_CZ_01),172.1,panicle,--
1730,SRX1332253,callus,44.2,callus,--
1731,SRX1332254,Nipponbare seedling TRAP-seq (Library: PMJ_CV_01),168.8,seedling,--
1732,SRX1332255,Nipponbare callus TRAP-seq (Library: PMJ_CY_01),87.3,callus,--
1733,SRX1332256,0-5 cm panicles,55.8,panicle,--
1734,SRX1374795,3 weeks seedling,86.1,total plant,--
1735,SRX1396986,Wildtype Oryza Sativa,48.0,whole plant,--
1736,SRX1396987,Wildtype Oryza Sativa,50.6,whole plant,--
1737,SRX1396988,Wildtype Oryza Sativa,68.1,whole plant,--
1738,SRX1396989,AP2 over-expressed transgenic Oryza Sativa,56.1,whole plant,--
1739,SRX1396990,AP2 over-expressed transgenic Oryza Sativa,59.6,whole plant,--
1740,SRX1396991,AP2 over-expressed transgenic Oryza Sativa,77.2,whole plant,--
1741,SRX1396992,drought tolerant Indica variety,59.9,whole plant,--
1742,SRX1396993,drought tolerant Indica variety,60.7,whole plant,--
1743,SRX1396994,drought tolerant Indica variety,222.0,whole plant,--
1744,SRX1397383,PB1_BRS1_1dpi,178.9,sheath,infected with Rhizoctonia solani 1dpi
1745,SRX1398998,mock,107.6,leaf,mock
1746,SRX1399000,mock,109.4,leaf,mock
1747,SRX1399001,mock,105.0,leaf,mock
1748,SRX1399003,virus RSV infected,131.4,leaf,virus RSV infected
1749,SRX1399004,virus RSV infected,136.0,leaf,virus RSV infected
1750,SRX1399006,virus RSV infected,135.5,leaf,virus RSV infected
1751,SRX1402330,TP309_BRS1_1dpi,129.1,sheath,infected with Rhizoctonia solani 1dpi
1752,SRX1406794,seedling,115.6,total plant,--
1753,SRX1411825,wild type seedling,69.8,seedling,--
1754,SRX1411826,jmj704 mutant seedling,59.4,seedling,--
1755,SRX1420523,PB1_BRS1_3dpi,186.1,sheath,infected with Rhizoctonia solani 3dpi
1756,SRX1420651,TP309_BRS1_3dpi,102.5,sheath,infected with Rhizoctonia solani 3dpi
1757,SRX1423934,control 15 min,81.7,leaf,control 15 min
1758,SRX1423935,control 15 min,80.2,leaf,control 15 min
1759,SRX1423936,control 30 min,81.1,leaf,control 30 min
1760,SRX1423937,control 30 min,79.8,leaf,control 30 min
1761,SRX1423938,control 45 min,71.4,leaf,control 45 min
1762,SRX1423939,control 45 min,71.9,leaf,control 45 min
1763,SRX1423940,control 60 min,73.2,leaf,control 60 min
1764,SRX1423941,control 60 min,93.7,leaf,control 60 min
1765,SRX1423942,control 75 min,91.6,leaf,control 75 min
1766,SRX1423943,control 75 min,91.2,leaf,control 75 min
1767,SRX1423944,control 90 min,79.5,leaf,control 90 min
1768,SRX1423945,control 90 min,80.8,leaf,control 90 min
1769,SRX1423946,control 105 min,87.0,leaf,control 105 min
1770,SRX1423947,control 105 min,85.7,leaf,control 105 min
1771,SRX1423948,control 120 min,70.0,leaf,control 120 min
1772,SRX1423949,control 120 min,91.2,leaf,control 120 min
1773,SRX1423950,control 135 min,77.3,leaf,control 135 min
1774,SRX1423951,control 135 min,90.1,leaf,control 135 min
1775,SRX1423952,control 150 min,67.6,leaf,control 150 min
1776,SRX1423953,control 165 min,78.3,leaf,control 165 min
1777,SRX1423954,control 165 min,88.9,leaf,control 165 min
1778,SRX1423955,control 180 min,71.1,leaf,control 180 min
1779,SRX1423956,control 180 min,75.2,leaf,control 180 min
1780,SRX1423957,control 195 min,71.3,leaf,control 195 min
1781,SRX1423958,control 195 min,76.4,leaf,control 195 min
1782,SRX1423959,control 210 min,68.2,leaf,control 210 min
1783,SRX1423960,control 210 min,76.1,leaf,control 210 min
1784,SRX1423961,control 225 min,73.9,leaf,control 225 min
1785,SRX1423962,control 225 min,68.3,leaf,control 225 min
1786,SRX1423963,control 225 min,73.3,leaf,control 225 min
1787,SRX1423964,control 240 min,77.3,leaf,control 240 min
1788,SRX1423965,control 270 min,74.8,leaf,control 270 min
1789,SRX1423966,control 270 min,72.9,leaf,control 270 min
1790,SRX1423967,control 300 min,74.0,leaf,control 300 min
1791,SRX1423968,control 300 min,74.7,leaf,control 300 min
1792,SRX1423969,heat 15 min,118.0,leaf,heat 15 min
1793,SRX1423970,heat 15 min,117.1,leaf,heat 15 min
1794,SRX1423971,heat 30 min,97.9,leaf,heat 30 min
1795,SRX1423972,heat 30 min,104.2,leaf,heat 30 min
1796,SRX1423973,heat 45 min,111.4,leaf,heat 45 min
1797,SRX1423974,heat 45 min,107.7,leaf,heat 45 min
1798,SRX1423975,heat 60 min,99.5,leaf,heat 60 min
1799,SRX1423976,heat 60 min,106.9,leaf,heat 60 min
1800,SRX1423977,heat 75 min,97.6,leaf,heat 75 min
1801,SRX1423978,heat 75 min,122.9,leaf,heat 75 min
1802,SRX1423979,heat 90 min,101.7,leaf,heat 90 min
1803,SRX1423980,heat 90 min,109.8,leaf,heat 90 min
1804,SRX1423981,heat 105 min,102.0,leaf,heat 105 min
1805,SRX1423982,heat 105 min,105.8,leaf,heat 105 min
1806,SRX1423983,heat 120 min,104.9,leaf,heat 120 min
1807,SRX1423984,heat 120 min,116.0,leaf,heat 120 min
1808,SRX1423985,heat 135 min,113.4,leaf,heat 135 min
1809,SRX1423986,heat 135 min,117.0,leaf,heat 135 min
1810,SRX1423987,heat 150 min,110.6,leaf,heat 150 min
1811,SRX1423988,heat 150 min,99.0,leaf,heat 150 min
1812,SRX1423989,heat 165 min,94.8,leaf,heat 165 min
1813,SRX1423990,heat 165 min,105.2,leaf,heat 165 min
1814,SRX1423991,heat 180 min,108.1,leaf,heat 180 min
1815,SRX1423992,heat 180 min,88.6,leaf,heat 180 min
1816,SRX1423993,heat 195 min,91.9,leaf,heat 195 min
1817,SRX1423994,heat 195 min,110.8,leaf,heat 195 min
1818,SRX1423995,heat 210 min,101.2,leaf,heat 210 min
1819,SRX1423996,heat 210 min,101.9,leaf,heat 210 min
1820,SRX1423997,heat 225 min,99.2,leaf,heat 225 min
1821,SRX1423998,heat 225 min,98.9,leaf,heat 225 min
1822,SRX1423999,heat 240 min,114.6,leaf,heat 240 min
1823,SRX1424000,heat 240 min,104.8,leaf,heat 240 min
1824,SRX1424001,recov_heat 135 min,100.0,leaf,recov_heat 135 min
1825,SRX1424002,recov_heat 135 min,97.3,leaf,recov_heat 135 min
1826,SRX1424003,recov_heat 150 min,95.4,leaf,recov_heat 150 min
1827,SRX1424004,recov_heat 150 min,93.2,leaf,recov_heat 150 min
1828,SRX1424005,recov_heat 165 min,90.2,leaf,recov_heat 165 min
1829,SRX1424006,recov_heat 165 min,99.4,leaf,recov_heat 165 min
1830,SRX1424007,recov_heat 180 min,90.6,leaf,recov_heat 180 min
1831,SRX1424008,recov_heat 180 min,90.3,leaf,recov_heat 180 min
1832,SRX1424009,recov_heat 195 min,104.2,leaf,recov_heat 195 min
1833,SRX1424010,recov_heat 195 min,89.0,leaf,recov_heat 195 min
1834,SRX1424011,recov_heat 210 min,106.7,leaf,recov_heat 210 min
1835,SRX1424012,recov_heat 210 min,100.2,leaf,recov_heat 210 min
1836,SRX1424013,recov_heat 225 min,83.1,leaf,recov_heat 225 min
1837,SRX1424014,recov_heat 225 min,96.1,leaf,recov_heat 225 min
1838,SRX1424015,recov_heat 240 min,94.8,leaf,recov_heat 240 min
1839,SRX1424016,recov_heat 240 min,84.7,leaf,recov_heat 240 min
1840,SRX1424017,drought 15 min,78.9,leaf,drought 15 min
1841,SRX1424018,drought 15 min,65.4,leaf,drought 15 min
1842,SRX1424019,drought 30 min,71.3,leaf,drought 30 min
1843,SRX1424020,drought 30 min,72.1,leaf,drought 30 min
1844,SRX1424021,drought 45 min,88.1,leaf,drought 45 min
1845,SRX1424022,drought 45 min,72.3,leaf,drought 45 min
1846,SRX1424023,drought 60 min,64.2,leaf,drought 60 min
1847,SRX1424024,drought 60 min,64.5,leaf,drought 60 min
1848,SRX1424025,drought 75 min,84.2,leaf,drought 75 min
1849,SRX1424026,drought 75 min,83.0,leaf,drought 75 min
1850,SRX1424027,drought 90 min,79.6,leaf,drought 90 min
1851,SRX1424028,drought 90 min,94.9,leaf,drought 90 min
1852,SRX1424029,drought 105 min,70.9,leaf,drought 105 min
1853,SRX1424030,drought 105 min,88.3,leaf,drought 105 min
1854,SRX1424031,drought 120 min,83.8,leaf,drought 120 min
1855,SRX1424032,drought 120 min,100.3,leaf,drought 120 min
1856,SRX1424033,drought 135 min,84.9,leaf,drought 135 min
1857,SRX1424034,drought 135 min,82.8,leaf,drought 135 min
1858,SRX1424035,recov_drought 105 min,76.2,leaf,recov_drought 105 min
1859,SRX1424036,recov_drought 105 min,86.8,leaf,recov_drought 105 min
1860,SRX1424037,recov_drought 120 min,74.2,leaf,recov_drought 120 min
1861,SRX1424038,recov_drought 120 min,78.8,leaf,recov_drought 120 min
1862,SRX1424039,recov_drought 150 min,93.6,leaf,recov_drought 150 min
1863,SRX1424040,recov_drought 150 min,95.8,leaf,recov_drought 150 min
1864,SRX1424041,recov_drought 165 min,83.7,leaf,recov_drought 165 min
1865,SRX1424042,recov_drought 165 min,91.7,leaf,recov_drought 165 min
1866,SRX1424043,recov_drought 180 min,73.2,leaf,recov_drought 180 min
1867,SRX1424044,recov_drought 180 min,101.7,leaf,recov_drought 180 min
1868,SRX1424045,recov_drought 210 min,95.5,leaf,recov_drought 210 min
1869,SRX1424046,recov_drought 210 min,77.8,leaf,recov_drought 210 min
1870,SRX1424047,recov_drought 240 min,74.4,leaf,recov_drought 240 min
1871,SRX1424048,recov_drought 240 min,92.4,leaf,recov_drought 240 min
1872,SRX1424049,recov_drought 270 min,78.1,leaf,recov_drought 270 min
1873,SRX1424050,recov_drought 270 min,90.6,leaf,recov_drought 270 min
1874,SRX1424051,recov_drought 300 min,75.3,leaf,recov_drought 300 min
1875,SRX1424052,recov_drought 300 min,80.2,leaf,recov_drought 300 min
1876,SRX1424053,control 15 min,101.2,leaf,control 15 min
1877,SRX1424054,control 15 min,99.4,leaf,control 15 min
1878,SRX1424055,control 30 min,81.5,leaf,control 30 min
1879,SRX1424056,control 30 min,91.2,leaf,control 30 min
1880,SRX1424057,control 45 min,88.1,leaf,control 45 min
1881,SRX1424058,control 45 min,85.2,leaf,control 45 min
1882,SRX1424059,control 60 min,102.5,leaf,control 60 min
1883,SRX1424060,control 60 min,91.5,leaf,control 60 min
1884,SRX1424061,control 75 min,97.0,leaf,control 75 min
1885,SRX1424062,control 75 min,88.4,leaf,control 75 min
1886,SRX1424063,control 90 min,95.4,leaf,control 90 min
1887,SRX1424064,control 90 min,79.4,leaf,control 90 min
1888,SRX1424065,control 105 min,76.8,leaf,control 105 min
1889,SRX1424066,control 105 min,84.0,leaf,control 105 min
1890,SRX1424067,control 120 min,88.4,leaf,control 120 min
1891,SRX1424068,control 120 min,88.4,leaf,control 120 min
1892,SRX1424069,control 135 min,80.1,leaf,control 135 min
1893,SRX1424070,control 135 min,99.0,leaf,control 135 min
1894,SRX1424071,control 150 min,78.9,leaf,control 150 min
1895,SRX1424072,control 150 min,86.5,leaf,control 150 min
1896,SRX1424073,control 165 min,79.6,leaf,control 165 min
1897,SRX1424074,control 165 min,78.7,leaf,control 165 min
1898,SRX1424075,control 180 min,80.4,leaf,control 180 min
1899,SRX1424076,control 180 min,88.8,leaf,control 180 min
1900,SRX1424077,control 195 min,78.0,leaf,control 195 min
1901,SRX1424078,control 195 min,84.8,leaf,control 195 min
1902,SRX1424079,control 210 min,76.8,leaf,control 210 min
1903,SRX1424080,control 210 min,81.0,leaf,control 210 min
1904,SRX1424081,control 225 min,83.8,leaf,control 225 min
1905,SRX1424082,control 225 min,83.2,leaf,control 225 min
1906,SRX1424083,control 240 min,84.1,leaf,control 240 min
1907,SRX1424084,control 240 min,85.6,leaf,control 240 min
1908,SRX1424085,control 270 min,83.9,leaf,control 270 min
1909,SRX1424086,control 270 min,76.8,leaf,control 270 min
1910,SRX1424087,control 300 min,76.5,leaf,control 300 min
1911,SRX1424088,control 300 min,80.4,leaf,control 300 min
1912,SRX1424089,heat 15 min,114.8,leaf,heat 15 min
1913,SRX1424090,heat 15 min,136.0,leaf,heat 15 min
1914,SRX1424091,heat 30 min,106.6,leaf,heat 30 min
1915,SRX1424092,heat 30 min,108.6,leaf,heat 30 min
1916,SRX1424093,heat 45 min,99.5,leaf,heat 45 min
1917,SRX1424094,heat 45 min,115.5,leaf,heat 45 min
1918,SRX1424095,heat 60 min,109.1,leaf,heat 60 min
1919,SRX1424096,heat 60 min,112.2,leaf,heat 60 min
1920,SRX1424097,heat 75 min,102.8,leaf,heat 75 min
1921,SRX1424098,heat 75 min,111.9,leaf,heat 75 min
1922,SRX1424099,heat 90 min,112.1,leaf,heat 90 min
1923,SRX1424100,heat 90 min,121.3,leaf,heat 90 min
1924,SRX1424101,heat 105 min,106.9,leaf,heat 105 min
1925,SRX1424102,heat 105 min,125.0,leaf,heat 105 min
1926,SRX1424103,heat 120 min,94.5,leaf,heat 120 min
1927,SRX1424104,heat 120 min,117.2,leaf,heat 120 min
1928,SRX1424105,heat 135 min,111.6,leaf,heat 135 min
1929,SRX1424106,heat 135 min,113.7,leaf,heat 135 min
1930,SRX1424107,heat 150 min,106.5,leaf,heat 150 min
1931,SRX1424108,heat 150 min,127.8,leaf,heat 150 min
1932,SRX1424109,heat 165 min,117.9,leaf,heat 165 min
1933,SRX1424110,heat 165 min,121.6,leaf,heat 165 min
1934,SRX1424111,heat 180 min,101.2,leaf,heat 180 min
1935,SRX1424112,heat 180 min,104.6,leaf,heat 180 min
1936,SRX1424113,heat 195 min,98.6,leaf,heat 195 min
1937,SRX1424114,heat 195 min,99.4,leaf,heat 195 min
1938,SRX1424115,heat 210 min,95.1,leaf,heat 210 min
1939,SRX1424116,heat 210 min,114.2,leaf,heat 210 min
1940,SRX1424117,heat 225 min,91.2,leaf,heat 225 min
1941,SRX1424118,heat 225 min,122.5,leaf,heat 225 min
1942,SRX1424119,heat 240 min,107.9,leaf,heat 240 min
1943,SRX1424120,heat 240 min,112.8,leaf,heat 240 min
1944,SRX1424121,recov_heat 135 min,95.3,leaf,recov_heat 135 min
1945,SRX1424122,recov_heat 150 min,90.4,leaf,recov_heat 150 min
1946,SRX1424123,recov_heat 150 min,116.7,leaf,recov_heat 150 min
1947,SRX1424124,recov_heat 165 min,95.2,leaf,recov_heat 165 min
1948,SRX1424125,recov_heat 165 min,108.7,leaf,recov_heat 165 min
1949,SRX1424126,recov_heat 180 min,84.8,leaf,recov_heat 180 min
1950,SRX1424127,recov_heat 180 min,98.6,leaf,recov_heat 180 min
1951,SRX1424128,recov_heat 195 min,92.6,leaf,recov_heat 195 min
1952,SRX1424129,recov_heat 195 min,99.0,leaf,recov_heat 195 min
1953,SRX1424130,recov_heat 210 min,89.4,leaf,recov_heat 210 min
1954,SRX1424131,recov_heat 210 min,91.3,leaf,recov_heat 210 min
1955,SRX1424132,recov_heat 225 min,90.0,leaf,recov_heat 225 min
1956,SRX1424133,recov_heat 225 min,102.5,leaf,recov_heat 225 min
1957,SRX1424134,recov_heat 240 min,96.9,leaf,recov_heat 240 min
1958,SRX1424135,recov_heat 240 min,92.0,leaf,recov_heat 240 min
1959,SRX1424136,drought 15 min,69.6,leaf,drought 15 min
1960,SRX1424137,drought 15 min,71.3,leaf,drought 15 min
1961,SRX1424138,drought 30 min,79.1,leaf,drought 30 min
1962,SRX1424139,drought 30 min,87.7,leaf,drought 30 min
1963,SRX1424140,drought 45 min,78.2,leaf,drought 45 min
1964,SRX1424141,drought 45 min,74.1,leaf,drought 45 min
1965,SRX1424142,drought 60 min,84.1,leaf,drought 60 min
1966,SRX1424143,drought 60 min,87.0,leaf,drought 60 min
1967,SRX1424144,drought 75 min,85.2,leaf,drought 75 min
1968,SRX1424145,drought 75 min,80.2,leaf,drought 75 min
1969,SRX1424146,drought 90 min,80.7,leaf,drought 90 min
1970,SRX1424147,drought 105 min,85.9,leaf,drought 105 min
1971,SRX1424148,drought 105 min,117.0,leaf,drought 105 min
1972,SRX1424149,drought 120 min,76.3,leaf,drought 120 min
1973,SRX1424150,drought 120 min,95.1,leaf,drought 120 min
1974,SRX1424151,drought 135 min,80.4,leaf,drought 135 min
1975,SRX1424152,drought 135 min,141.8,leaf,drought 135 min
1976,SRX1424153,recov_drought 105 min,93.2,leaf,recov_drought 105 min
1977,SRX1424154,recov_drought 105 min,99.0,leaf,recov_drought 105 min
1978,SRX1424155,recov_drought 120 min,78.0,leaf,recov_drought 120 min
1979,SRX1424156,recov_drought 120 min,85.8,leaf,recov_drought 120 min
1980,SRX1424157,recov_drought 150 min,84.5,leaf,recov_drought 150 min
1981,SRX1424158,recov_drought 150 min,80.9,leaf,recov_drought 150 min
1982,SRX1424159,recov_drought 165 min,92.5,leaf,recov_drought 165 min
1983,SRX1424160,recov_drought 165 min,96.3,leaf,recov_drought 165 min
1984,SRX1424161,recov_drought 180 min,66.7,leaf,recov_drought 180 min
1985,SRX1424162,recov_drought 180 min,93.7,leaf,recov_drought 180 min
1986,SRX1424163,recov_drought 210 min,95.4,leaf,recov_drought 210 min
1987,SRX1424164,recov_drought 210 min,98.3,leaf,recov_drought 210 min
1988,SRX1424165,recov_drought 240 min,83.8,leaf,recov_drought 240 min
1989,SRX1424166,recov_drought 240 min,89.7,leaf,recov_drought 240 min
1990,SRX1424167,recov_drought 270 min,68.7,leaf,recov_drought 270 min
1991,SRX1424168,recov_drought 270 min,90.7,leaf,recov_drought 270 min
1992,SRX1424169,recov_drought 300 min,91.5,leaf,recov_drought 300 min
1993,SRX1424170,recov_drought 300 min,84.9,leaf,recov_drought 300 min
1994,SRX1424171,control 15 min,80.9,leaf,control 15 min
1995,SRX1424172,control 15 min,75.9,leaf,control 15 min
1996,SRX1424173,control 30 min,73.4,leaf,control 30 min
1997,SRX1424174,control 30 min,76.4,leaf,control 30 min
1998,SRX1424175,control 45 min,76.2,leaf,control 45 min
1999,SRX1424176,control 45 min,81.6,leaf,control 45 min
2000,SRX1424177,control 60 min,73.2,leaf,control 60 min
2001,SRX1424178,control 60 min,80.3,leaf,control 60 min
2002,SRX1424179,control 75 min,91.7,leaf,control 75 min
2003,SRX1424180,control 75 min,99.7,leaf,control 75 min
2004,SRX1424181,control 90 min,75.3,leaf,control 90 min
2005,SRX1424182,control 90 min,73.7,leaf,control 90 min
2006,SRX1424183,control 105 min,69.3,leaf,control 105 min
2007,SRX1424184,control 105 min,81.6,leaf,control 105 min
2008,SRX1424185,control 120 min,85.4,leaf,control 120 min
2009,SRX1424186,control 120 min,71.5,leaf,control 120 min
2010,SRX1424187,control 135 min,94.8,leaf,control 135 min
2011,SRX1424188,control 135 min,78.6,leaf,control 135 min
2012,SRX1424189,control 150 min,75.7,leaf,control 150 min
2013,SRX1424190,control 150 min,77.2,leaf,control 150 min
2014,SRX1424191,control 165 min,70.1,leaf,control 165 min
2015,SRX1424192,control 165 min,93.8,leaf,control 165 min
2016,SRX1424193,control 180 min,87.2,leaf,control 180 min
2017,SRX1424194,control 180 min,72.3,leaf,control 180 min
2018,SRX1424195,control 195 min,83.5,leaf,control 195 min
2019,SRX1424196,control 195 min,75.3,leaf,control 195 min
2020,SRX1424197,control 210 min,71.6,leaf,control 210 min
2021,SRX1424198,control 210 min,78.5,leaf,control 210 min
2022,SRX1424199,control 225 min,73.9,leaf,control 225 min
2023,SRX1424200,control 225 min,77.8,leaf,control 225 min
2024,SRX1424201,control 240 min,80.5,leaf,control 240 min
2025,SRX1424202,control 240 min,77.9,leaf,control 240 min
2026,SRX1424203,control 270 min,85.4,leaf,control 270 min
2027,SRX1424204,control 270 min,72.7,leaf,control 270 min
2028,SRX1424205,control 300 min,78.8,leaf,control 300 min
2029,SRX1424206,control 300 min,76.0,leaf,control 300 min
2030,SRX1424207,heat 15 min,88.0,leaf,heat 15 min
2031,SRX1424208,heat 15 min,103.9,leaf,heat 15 min
2032,SRX1424209,heat 30 min,74.7,leaf,heat 30 min
2033,SRX1424210,heat 30 min,104.7,leaf,heat 30 min
2034,SRX1424211,heat 45 min,93.2,leaf,heat 45 min
2035,SRX1424212,heat 45 min,109.2,leaf,heat 45 min
2036,SRX1424213,heat 60 min,106.0,leaf,heat 60 min
2037,SRX1424214,heat 60 min,101.7,leaf,heat 60 min
2038,SRX1424215,heat 75 min,105.6,leaf,heat 75 min
2039,SRX1424216,heat 75 min,111.4,leaf,heat 75 min
2040,SRX1424217,heat 90 min,109.8,leaf,heat 90 min
2041,SRX1424218,heat 90 min,98.8,leaf,heat 90 min
2042,SRX1424219,heat 105 min,96.9,leaf,heat 105 min
2043,SRX1424220,heat 105 min,104.4,leaf,heat 105 min
2044,SRX1424221,heat 120 min,97.7,leaf,heat 120 min
2045,SRX1424222,heat 120 min,107.6,leaf,heat 120 min
2046,SRX1424223,heat 135 min,93.4,leaf,heat 135 min
2047,SRX1424224,heat 135 min,123.7,leaf,heat 135 min
2048,SRX1424225,heat 150 min,112.7,leaf,heat 150 min
2049,SRX1424226,heat 150 min,105.0,leaf,heat 150 min
2050,SRX1424227,heat 165 min,105.8,leaf,heat 165 min
2051,SRX1424228,heat 165 min,111.0,leaf,heat 165 min
2052,SRX1424229,heat 180 min,95.0,leaf,heat 180 min
2053,SRX1424230,heat 180 min,117.7,leaf,heat 180 min
2054,SRX1424231,heat 195 min,111.4,leaf,heat 195 min
2055,SRX1424232,heat 195 min,93.8,leaf,heat 195 min
2056,SRX1424233,heat 210 min,106.1,leaf,heat 210 min
2057,SRX1424234,heat 210 min,98.0,leaf,heat 210 min
2058,SRX1424235,heat 225 min,99.3,leaf,heat 225 min
2059,SRX1424236,heat 225 min,115.8,leaf,heat 225 min
2060,SRX1424237,heat 240 min,108.7,leaf,heat 240 min
2061,SRX1424238,heat 240 min,89.1,leaf,heat 240 min
2062,SRX1424239,recov_heat 135 min,111.7,leaf,recov_heat 135 min
2063,SRX1424240,recov_heat 135 min,103.8,leaf,recov_heat 135 min
2064,SRX1424241,recov_heat 150 min,94.7,leaf,recov_heat 150 min
2065,SRX1424242,recov_heat 150 min,121.6,leaf,recov_heat 150 min
2066,SRX1424243,recov_heat 165 min,98.6,leaf,recov_heat 165 min
2067,SRX1424244,recov_heat 165 min,95.7,leaf,recov_heat 165 min
2068,SRX1424245,recov_heat 180 min,85.6,leaf,recov_heat 180 min
2069,SRX1424246,recov_heat 180 min,92.1,leaf,recov_heat 180 min
2070,SRX1424247,recov_heat 195 min,90.1,leaf,recov_heat 195 min
2071,SRX1424248,recov_heat 195 min,98.7,leaf,recov_heat 195 min
2072,SRX1424249,recov_heat 210 min,88.0,leaf,recov_heat 210 min
2073,SRX1424250,recov_heat 210 min,88.0,leaf,recov_heat 210 min
2074,SRX1424251,recov_heat 225 min,84.7,leaf,recov_heat 225 min
2075,SRX1424252,recov_heat 225 min,84.6,leaf,recov_heat 225 min
2076,SRX1424253,recov_heat 240 min,79.3,leaf,recov_heat 240 min
2077,SRX1424254,recov_heat 240 min,85.4,leaf,recov_heat 240 min
2078,SRX1424255,drought 15 min,81.4,leaf,drought 15 min
2079,SRX1424256,drought 15 min,65.8,leaf,drought 15 min
2080,SRX1424257,drought 30 min,83.1,leaf,drought 30 min
2081,SRX1424258,drought 30 min,66.8,leaf,drought 30 min
2082,SRX1424259,drought 45 min,78.1,leaf,drought 45 min
2083,SRX1424260,drought 45 min,68.9,leaf,drought 45 min
2084,SRX1424261,drought 60 min,67.2,leaf,drought 60 min
2085,SRX1424262,drought 60 min,75.6,leaf,drought 60 min
2086,SRX1424263,drought 75 min,84.3,leaf,drought 75 min
2087,SRX1424264,drought 75 min,75.0,leaf,drought 75 min
2088,SRX1424265,drought 90 min,73.1,leaf,drought 90 min
2089,SRX1424266,drought 90 min,81.1,leaf,drought 90 min
2090,SRX1424267,drought 105 min,76.8,leaf,drought 105 min
2091,SRX1424268,drought 105 min,101.0,leaf,drought 105 min
2092,SRX1424269,drought 120 min,90.3,leaf,drought 120 min
2093,SRX1424270,drought 120 min,80.9,leaf,drought 120 min
2094,SRX1424271,drought 135 min,79.3,leaf,drought 135 min
2095,SRX1424272,drought 135 min,103.8,leaf,drought 135 min
2096,SRX1424273,recov_drought 105 min,66.4,leaf,recov_drought 105 min
2097,SRX1424274,recov_drought 120 min,82.3,leaf,recov_drought 120 min
2098,SRX1424275,recov_drought 120 min,85.2,leaf,recov_drought 120 min
2099,SRX1424276,recov_drought 150 min,89.1,leaf,recov_drought 150 min
2100,SRX1424277,recov_drought 150 min,88.8,leaf,recov_drought 150 min
2101,SRX1424278,recov_drought 165 min,86.6,leaf,recov_drought 165 min
2102,SRX1424279,recov_drought 165 min,98.6,leaf,recov_drought 165 min
2103,SRX1424280,recov_drought 180 min,84.9,leaf,recov_drought 180 min
